source,target,variance,nij,score
i224,i13,0.0025575184554772,0.1314285714285714,0.953358134319548
i224,i1010,0.0027453346458596,0.1291512915129151,0.9508112015349768
i224,i461,0.0026332826747725,0.1312335958005249,0.9531453296041996
i224,i59,0.0025906462359981,0.146788990825688,0.9674157295044676
i224,i221,0.0027453346458596,0.1801075268817204,0.9850377601373232
i224,i847,0.0027453346458596,0.2026143790849673,0.9911577004380404
i224,i703,0.0027453346458596,0.1159420289855072,0.9608411423909596
i224,i253,0.0027453346458596,0.1068376068376068,0.9745388994150118
i224,i113,0.0027453346458596,0.1560693641618497,0.9892543745652452
i224,i116,0.0026194871252456,0.1826568265682656,0.9859029942046816
i224,i1129,0.0027453346458596,0.1336206896551724,0.9803781276693816
i224,i906,0.0027453346458596,0.0798122065727699,0.9544143140322264
i224,i529,0.002610938069452,0.1292372881355932,0.9509098596681248
i224,i882,0.0027453346458596,0.0912698412698412,0.958015210033191
i224,i170,0.0025624335077575,0.1322033898305084,0.9541943014654388
i224,i149,0.0027303434110705,0.1317073170731707,0.9796346364544364
i224,i805,0.0027453346458596,0.1347826086956521,0.9568712994335468
i224,i1085,0.0027453346458596,0.0949720670391061,0.9615128400809864
i224,i1375,0.0027453346458596,0.1055555555555555,0.962959623053116
i224,i730,0.0027453346458596,0.1126126126126126,0.9574530755159112
i224,i19,0.0027453346458596,0.1354166666666666,0.9754390220713468
i224,i130,0.0027453346458596,0.0804020100502512,0.9553720518056577
i224,i1143,0.0027453346458596,0.1094527363184079,0.955141456485902
i224,i236,0.0027453346458596,0.1358885017421602,0.957970681725584
i224,i6,0.0027453346458596,0.1228070175438596,0.974426479254647
i224,i936,0.0027453346458596,0.1158301158301158,0.9503052723004776
i898,i304,0.0026194871252456,0.1173708920187793,0.9851922675389396
i898,i332,0.0026143509868456,0.0842607313195548,0.9513354439985576
i898,i690,0.0026384935419713,0.1261682242990654,0.9892077207217516
i898,i307,0.0025396567864832,0.105606258148631,0.9773980450822431
i898,i750,0.0027378185073134,0.1707746478873239,0.9978321692968316
i898,i272,0.0026143509868456,0.1026737967914438,0.974886053242674
i898,i347,0.0025380453618825,0.1170568561872909,0.9850241400804
i898,i339,0.0031298421810322,0.1147540983606557,0.9837316084619426
i898,i344,0.0029872620013169,0.1513353115727003,0.995635610313936
i898,i751,0.0025889694777848,0.102880658436214,0.9750720559369604
i898,i879,0.0027229090218785,0.1048951048951049,0.976812932796958
i898,i315,0.0026577777841092,0.1165562913907284,0.984752197264002
i898,i892,0.003162005555679,0.0953947368421052,0.967378214473196
i898,i259,0.002616060793619,0.0912280701754386,0.962110432256808
i898,i301,0.0025188665630401,0.0885057471264367,0.9582177815496102
i898,i292,0.0026058353683163,0.1308411214953271,0.990877179358236
i898,i877,0.0026648603112412,0.0924657534246575,0.974160312454172
i898,i269,0.0025078121959885,0.0878533231474407,0.9572270029093068
i898,i310,0.0026737667293359,0.1398713826366559,0.9934073265260758
i898,i682,0.0027932618038356,0.0835164835164835,0.9500170330846924
i898,i355,0.0030911436083545,0.1083032490974729,0.9794860732907869
i898,i316,0.0026454735296834,0.1097972972972973,0.9805586296681896
i898,i312,0.0028268195845902,0.1548556430446194,0.9961549482798868
i898,i691,0.003162005555679,0.0995475113122171,0.9719000949190252
i898,i349,0.003162005555679,0.1493775933609958,0.9965360309501032
i898,i538,0.0030580589565045,0.1013333333333333,0.973646686027976
i898,i754,0.003162005555679,0.1343283582089552,0.9919525725082858
i898,i311,0.0029739362986495,0.1403940886699507,0.9935301394664328
i898,i1105,0.003162005555679,0.0672645739910313,0.952109395955553
i898,i313,0.0024645482497744,0.0842514581983149,0.951319232674268
i898,i348,0.003162005555679,0.0952380952380952,0.9671941023571036
i898,i359,0.003162005555679,0.0869565217391304,0.9759879022390252
i898,i326,0.0026058353683163,0.1008522727272727,0.9731871592220172
i898,i895,0.0027359458986954,0.1210191082802547,0.9870125535223097
i898,i308,0.0027585876679411,0.0823529411764705,0.9794047337056652
i898,i329,0.0029069380892711,0.1233333333333333,0.988049518603246
i898,i752,0.0031495571060548,0.0896551724137931,0.9599078504102234
i898,i689,0.0028735258841699,0.1081730769230769,0.9793898702659706
i898,i990,0.0030188246202938,0.1513944223107569,0.9987715826755508
i898,i345,0.0029519890357154,0.1056910569105691,0.9774668226996648
i898,i887,0.002770049666507,0.0913838120104438,0.9623218325534326
i898,i352,0.003162005555679,0.0707964601769911,0.9533536454583262
i312,i302,0.002436030871302,0.1331811263318112,0.9686536801577016
i312,i346,0.0026719806862693,0.1301587301587301,0.9660878736907704
i312,i327,0.002622922443678,0.1208499335989375,0.9595377113483484
i312,i332,0.0026143509868456,0.1651090342679127,0.986350339121295
i312,i690,0.0026384935419713,0.1451378809869375,0.9867021046774253
i312,i248,0.0026755551616767,0.1168658698539176,0.9520697924254994
i312,i307,0.0025396567864832,0.1325898389095415,0.968167461828727
i312,i750,0.0027378185073134,0.1983606557377049,0.9942606789642008
i312,i245,0.0026648603112412,0.133938706015891,0.9692658112253396
i312,i272,0.0026143509868456,0.1745182012847966,0.9893174432268356
i312,i347,0.0025380453618825,0.2013093289689034,0.9946852434045916
i312,i344,0.0028268195845902,0.1581632653061224,0.995365975360723
i312,i303,0.0025300188152653,0.135258358662614,0.9714696472090032
i312,i751,0.0025889694777848,0.1225806451612903,0.9586935808553008
i312,i879,0.0027229090218785,0.1239935587761674,0.9605229428789188
i312,i315,0.0026577777841092,0.1805194805194805,0.9908636533613098
i312,i305,0.002713672774834,0.1491935483870967,0.9802136744797484
i312,i278,0.0028268195845902,0.1175,0.9528542733558152
i312,i350,0.0028268195845902,0.1169590643274853,0.9845367594230614
i312,i289,0.0025316200606383,0.1300992282249173,0.9660353083126558
i312,i905,0.0028268195845902,0.1147540983606557,0.9715528058847585
i312,i301,0.0025188665630401,0.1343784994400896,0.969615673013882
i312,i287,0.002677345988089,0.1174004192872117,0.952731936923223
i312,i310,0.0026737667293359,0.1814024390243902,0.991071437857091
i312,i937,0.0028268195845902,0.0985507246376811,0.9838272909684784
i312,i354,0.0027585876679411,0.1351351351351351,0.9702082991990044
i312,i331,0.0027893661369675,0.114334470989761,0.9535334216950744
i312,i316,0.0026454735296834,0.1970198675496688,0.9940565748265264
i312,i308,0.0027585876679411,0.06875,0.9608609437455174
i312,i270,0.0025906462359981,0.132824427480916,0.968361260500231
i312,i883,0.0028268195845902,0.0845588235294117,0.9639590844938102
i312,i754,0.0028268195845902,0.1066997518610421,0.960097714352113
i312,i311,0.0028268195845902,0.1834451901565995,0.9925603695634604
i312,i1105,0.0028268195845902,0.0742049469964664,0.9650181203460688
i312,i888,0.0028268195845902,0.1010830324909747,0.975607964384257
i312,i313,0.0024645482497744,0.1292207792207792,0.9652497244932609
i312,i340,0.0026489773906033,0.1312272174969623,0.9670180830196186
i312,i329,0.0028268195845902,0.1194444444444444,0.9813072897468832
i312,i886,0.0028268195845902,0.1093333333333333,0.9735809091644684
i312,i689,0.0028268195845902,0.1582417582417582,0.9841391885827706
i312,i990,0.0028268195845902,0.0889570552147239,0.980432262971628
i312,i345,0.0028268195845902,0.1421686746987951,0.9751932299751496
i312,i887,0.002770049666507,0.1229698375870069,0.978972597901198
i221,i387,0.0026613143355734,0.1588785046728972,0.957050616952014
i221,i16,0.0027738915284069,0.116991643454039,0.953186926233522
i221,i1137,0.0027738915284069,0.1076487252124645,0.967079634568064
i221,i20,0.0027738915284069,0.2253521126760563,0.9904628555923972
i221,i512,0.0027738915284069,0.1775700934579439,0.9703564142804616
i221,i248,0.0026755551616767,0.1535380507343124,0.9522518266043656
i221,i14,0.0026041388972234,0.2072289156626506,0.983543503954976
i221,i137,0.0025956895673899,0.2310704960835509,0.9897482121156068
i221,i10,0.0027322083558119,0.1597744360902255,0.9578070860889794
i221,i813,0.0027738915284069,0.1304347826086956,0.9670792191750412
i221,i303,0.0025300188152653,0.1208151382823871,0.958272725198769
i221,i558,0.0025657207179346,0.1536796536796536,0.952385731824918
i221,i462,0.0025412702585751,0.1556473829201101,0.954208117056162
i221,i305,0.002713672774834,0.1167608286252354,0.9535376414395116
i221,i306,0.0027738915284069,0.1008403361344537,0.9545566546216152
i221,i126,0.0027738915284069,0.1355633802816901,0.9562220306700232
i221,i744,0.002770049666507,0.1401151631477927,0.9589535412691182
i221,i293,0.0027247638210871,0.1533149171270718,0.9520400587244358
i221,i13,0.0025575184554772,0.1923583662714097,0.977894431178708
i221,i707,0.0027340758499434,0.1527196652719665,0.951470524290561
i221,i1010,0.0027738915284069,0.1574585635359116,0.964676374690154
i221,i287,0.002677345988089,0.1982758620689655,0.9828178902417376
i221,i324,0.0026881414923527,0.1245791245791245,0.9602288147908284
i221,i129,0.0026577777841092,0.183076923076923,0.9734244663431568
i221,i285,0.0026524905452739,0.2271573604060913,0.9889200110307352
i221,i251,0.0027738915284069,0.1264916467780429,0.959449720519742
i221,i93,0.0026350173421015,0.1989619377162629,0.9806094126551304
i221,i319,0.0025889694777848,0.1346153846153846,0.9557781145856912
i221,i59,0.0025906462359981,0.1653992395437262,0.9622613662182676
i221,i950,0.0027738915284069,0.1709677419354838,0.9865895109615688
i221,i1129,0.0027738915284069,0.1393939393939394,0.9834476289795586
i221,i116,0.0026194871252456,0.2161290322580645,0.9862083065981054
i221,i676,0.0027604914093722,0.1413276231263383,0.9569577074362988
i221,i124,0.0025690163728324,0.2193396226415094,0.9870598382369548
i221,i1008,0.0027738915284069,0.1327683615819209,0.9655703069953327
i221,i311,0.0027738915284069,0.1129032258064516,0.9509150176510782
i221,i847,0.0027719692662989,0.1507177033492823,0.962930398074482
i221,i1097,0.0027738915284069,0.1151315789473684,0.96120666788373
i221,i244,0.0027738915284069,0.1598915989159891,0.9863914939515162
i221,i1142,0.0027738915284069,0.1265508684863523,0.9661860595782682
i221,i19,0.0027738915284069,0.2364864864864864,0.9984659071260966
i221,i45,0.0026560130307205,0.1516314779270633,0.9504118228661812
i221,i253,0.0027738915284069,0.1272727272727272,0.9874001585718856
i221,i582,0.0025591547098843,0.1592105263157894,0.9573325233535156
i221,i297,0.0027738915284069,0.2030456852791878,0.990621498774408
i221,i236,0.002770049666507,0.158311345646438,0.9689978438294146
i221,i855,0.0026827328799236,0.1548672566371681,0.956858607464706
i221,i6,0.0027738915284069,0.1319018404907975,0.9805154528732996
i221,i149,0.0027303434110705,0.1057692307692307,0.9561174105542616
i221,i170,0.0025624335077575,0.1691616766467066,0.9649753686613776
i221,i936,0.0027738915284069,0.135593220338983,0.9702446014741076
i221,i1007,0.0027738915284069,0.1352657004830917,0.959892441529434
i221,i887,0.002770049666507,0.1045751633986928,0.9625059663202942
i221,i1163,0.0027738915284069,0.0958466453674121,0.9524258532481732
i690,i302,0.002436030871302,0.2046227056424201,0.9977444220019916
i690,i346,0.0026384935419713,0.1463133640552995,0.987159991766406
i690,i304,0.0026194871252456,0.1668496158068057,0.993039357839532
i690,i327,0.002622922443678,0.1776384535005224,0.9949544848762576
i690,i332,0.0026143509868456,0.2303102625298329,0.9989522963848316
i690,i322,0.002617772838287,0.1470588235294117,0.9874421721602497
i690,i288,0.0023951879849436,0.1306376360808709,0.9795133208821531
i690,i877,0.0026384935419713,0.1077943615257048,0.9859166436912176
i690,i243,0.0026384935419713,0.1099611901681759,0.9620675552673064
i690,i272,0.0026143509868456,0.1979166666666666,0.9972447018617384
i690,i873,0.0026384935419713,0.100709219858156,0.9574968736661166
i690,i347,0.0025380453618825,0.1894736842105263,0.9964553459856512
i690,i270,0.0025906462359981,0.1932479627473806,0.9968328507853076
i690,i319,0.0025889694777848,0.1277258566978193,0.9776563230336326
i690,i905,0.0026384935419713,0.1065719360568383,0.96332129398177
i690,i268,0.0025062409162244,0.1447067783701447,0.9865301176065504
i690,i310,0.0026384935419713,0.2565320665083135,0.9995212397668776
i690,i269,0.0025078121959885,0.1827885256837892,0.995672988759819
i690,i300,0.002501538868551,0.2081656124209315,0.9979707438900332
i690,i682,0.0026384935419713,0.1049868766404199,0.9634665441042854
i690,i538,0.0026384935419713,0.1238938053097345,0.9851809025439996
i690,i289,0.0025316200606383,0.1815718157181571,0.9955130553331574
i690,i900,0.0026384935419713,0.1091492776886035,0.9611389793708244
i690,i258,0.0024691121403587,0.1765825797239409,0.99479305285512
i690,i754,0.0026384935419713,0.1355140186915887,0.9833063524501328
i690,i879,0.0026384935419713,0.1664684898929845,0.9929597943717244
i690,i311,0.0026384935419713,0.155049786628734,0.9901041308519732
i690,i292,0.0026058353683163,0.1577669902912621,0.9908742189674288
i690,i688,0.0026384935419713,0.0637931034482758,0.9578349358576634
i690,i307,0.0025396567864832,0.209090909090909,0.9980260179325976
i690,i313,0.0024645482497744,0.1714947856315179,0.9939398159897584
i690,i750,0.0026384935419713,0.2675,0.9996550138443148
i690,i333,0.0025624335077575,0.1933609958506224,0.9968435142086732
i690,i344,0.0026384935419713,0.1251908396946565,0.9857663370027858
i690,i315,0.0026384935419713,0.1896207584830339,0.9964708655809
i690,i286,0.0024706371957206,0.2015706806282722,0.9975293356704366
i690,i751,0.0025889694777848,0.1658240647118301,0.9928231918614872
i690,i275,0.0025739757603495,0.1041809458533242,0.9549407725395822
i690,i259,0.002616060793619,0.1463990554899645,0.9871927484003412
i690,i340,0.0026384935419713,0.1572926596758818,0.9907442400391884
i690,i316,0.0026384935419713,0.1563218390804597,0.9904724130674016
i690,i331,0.0026384935419713,0.2077419354838709,0.997944921229901
i690,i326,0.0026058353683163,0.1944739638682253,0.9969466134192264
i690,i260,0.0026384935419713,0.1092544987146529,0.96126058911402
i690,i895,0.0026384935419713,0.1129441624365482,0.965292771575332
i690,i301,0.0025188665630401,0.1846435100548446,0.9959059264011842
i690,i294,0.0024782908184579,0.1438848920863309,0.9861960459255152
i690,i308,0.0026384935419713,0.0813148788927335,0.9783702876731823
i690,i303,0.0025300188152653,0.1521252796420581,0.9892025795683403
i690,i328,0.0025204537187503,0.2012432012432012,0.9975050725970324
i690,i323,0.0026384935419713,0.1720226843100189,0.994034481429712
i690,i354,0.0026384935419713,0.1006993006993007,0.950017499303292
i690,i321,0.0025575184554772,0.1128526645768025,0.9651980417656774
i690,i938,0.0026384935419713,0.1034482758620689,0.9841376180108834
i690,i262,0.0026384935419713,0.1141226818830242,0.966490131245402
i690,i508,0.0025956895673899,0.1112054329371816,0.9634477375389944
i690,i329,0.0026384935419713,0.1172638436482084,0.9798965733260756
i690,i306,0.0026384935419713,0.1451814768460575,0.9883531690465897
i690,i886,0.0026384935419713,0.1060126582278481,0.9704939082637908
i690,i271,0.0026384935419713,0.1458137347130762,0.9869673280506482
i690,i749,0.0026384935419713,0.0957613814756671,0.9506791225924064
i690,i245,0.0026384935419713,0.1761467889908257,0.994724929544514
i690,i689,0.0026384935419713,0.128133704735376,0.977926227148076
i690,i990,0.0026384935419713,0.1038062283737024,0.989864209217443
i690,i678,0.0026350173421015,0.1384767556874381,0.9837815239339788
i690,i887,0.0026384935419713,0.1279411764705882,0.9820160392980584
i690,i305,0.0026384935419713,0.162125340599455,0.991986325608802
i690,i748,0.002610938069452,0.1529144587433762,0.9894536529627788
i690,i880,0.0026384935419713,0.1244167962674961,0.9891377336104934
i690,i937,0.0026384935419713,0.1014975041597337,0.9857068609651748
i690,i343,0.0026384935419713,0.1178614823815309,0.9700222323347482
i272,i302,0.002436030871302,0.2768569674647023,0.9975725925568562
i272,i346,0.0026143509868456,0.2188961646398503,0.992142729464153
i272,i98,0.0024844479430291,0.1524725274725274,0.9618585913818516
i272,i304,0.0026143509868456,0.1219312602291325,0.9634425631034492
i272,i327,0.0026143509868456,0.1619433198380566,0.9864254777636996
i272,i332,0.0026143509868456,0.1776605101143359,0.989733967466042
i272,i100,0.0024813655612987,0.1620133700353912,0.968916677421172
i272,i322,0.0026143509868456,0.1423192771084337,0.9538513672437724
i272,i196,0.0025252272094253,0.1490566037735849,0.9589595757042878
i272,i288,0.0023951879849436,0.1880668257756563,0.9822258615548318
i272,i248,0.0026143509868456,0.1511254019292604,0.9607405941080134
i272,i237,0.0025220428758581,0.1535332994407727,0.9627165034914934
i272,i294,0.0024782908184579,0.1562804284323271,0.9648497010134148
i272,i328,0.0025204537187503,0.2117647058823529,0.9893114454017504
i272,i307,0.0025396567864832,0.2245728234336859,0.9953990068433258
i272,i750,0.0026143509868456,0.259047619047619,0.9986207355514456
i272,i245,0.0026143509868456,0.1865671641791045,0.9824103211664036
i272,i50,0.0024227517247262,0.1486257210722769,0.958578590426098
i272,i11,0.0025078121959885,0.1496062992125984,0.9594405356492948
i272,i12,0.0024782908184579,0.1540664375715922,0.963140376218706
i272,i347,0.0025380453618825,0.2939453125,0.9984075665167936
i272,i270,0.0025906462359981,0.1944444444444444,0.9876395728320404
i272,i318,0.0024921875048904,0.1514028586553732,0.960973505964964
i272,i268,0.0025062409162244,0.2025232403718459,0.9869665225752275
i272,i310,0.0026143509868456,0.2695167286245353,0.99858844010326
i272,i269,0.0025078121959885,0.2566425120772946,0.9967002767128608
i272,i300,0.002501538868551,0.2284548699643039,0.9944938739114484
i272,i289,0.0025316200606383,0.1600861450107681,0.9765425227719842
i272,i258,0.0024691121403587,0.2410714285714285,0.9943026677431532
i272,i879,0.0026143509868456,0.1407079646017699,0.9744792567471384
i272,i298,0.0026143509868456,0.1429608127721335,0.9532283376194536
i272,i311,0.0026143509868456,0.1522633744855967,0.9828646094692064
i272,i292,0.0026058353683163,0.1041119860017497,0.9522181042161224
i272,i210,0.0024844479430291,0.1427810335641982,0.9530476816437008
i272,i896,0.0026143509868456,0.1086717892425905,0.9510812384638704
i272,i117,0.0025031042561955,0.1463664278403275,0.9565223129066232
i272,i313,0.0024645482497744,0.3681738109219025,0.9996449991915628
i272,i357,0.0025300188152653,0.1507566938300349,0.9604289300954276
i272,i64,0.0024968544310215,0.1524122807017544,0.961809278272708
i272,i333,0.0025624335077575,0.2321806633733239,0.9943656809522576
i272,i344,0.0026143509868456,0.1636971046770601,0.9961618359432324
i272,i315,0.0026143509868456,0.4084507042253521,0.9998741972038396
i272,i286,0.0024706371957206,0.2209193245778611,0.9912183506165752
i272,i751,0.0025889694777848,0.2267002518891687,0.9922432752798128
i272,i215,0.0025461229988911,0.1521585279547063,0.961600876600542
i272,i79,0.0024782908184579,0.1402691511387163,0.9504493816019096
i272,i340,0.0026143509868456,0.2630705394190871,0.9982715883679448
i272,i316,0.0026143509868456,0.3518518518518518,0.999473056016622
i272,i331,0.0026143509868456,0.1582867783985102,0.9857439293418224
i272,i326,0.0026058353683163,0.1795716639209225,0.990736486785782
i272,i197,0.0025284195941608,0.1477987421383647,0.9578374484711616
i272,i895,0.0026143509868456,0.1471442400774443,0.9707068316258064
i272,i301,0.0025188665630401,0.2060150375939849,0.9910565296751268
i272,i303,0.0025300188152653,0.1914514692787177,0.9935056578490568
i272,i323,0.0026143509868456,0.138235294117647,0.9574547610063328
i272,i354,0.0026143509868456,0.1774193548387097,0.9845559205755908
i272,i204,0.0024691121403587,0.1457023060796645,0.9558986895241828
i272,i306,0.0026143509868456,0.1118181818181818,0.9675555571563932
i272,i216,0.0024829057955244,0.140057636887608,0.9502241392599547
i272,i70,0.002498413959626,0.1477864583333333,0.9578263403703016
i272,i271,0.0026143509868456,0.1675592960979342,0.9724028798799016
i272,i689,0.0026143509868456,0.1478439425051334,0.979167334569102
i272,i345,0.0026143509868456,0.1378205128205128,0.9652781286448352
i272,i887,0.0026143509868456,0.1059670781893004,0.9641111687656672
i272,i305,0.0026143509868456,0.1449704142011834,0.9778867930736234
i272,i748,0.002610938069452,0.1625396825396825,0.969265603608478
i285,i302,0.002436030871302,0.1814837522992029,0.9806352400355142
i285,i86,0.0025756331472865,0.1859389454209065,0.973209716845926
i285,i603,0.0025316200606383,0.1660623640319072,0.9605356109726042
i285,i100,0.0024813655612987,0.2508928571428571,0.9924503308155992
i285,i515,0.0025046716041915,0.1601208459214501,0.9556918343316052
i285,i20,0.0026524905452739,0.1951530612244898,0.9821935988417596
i285,i427,0.0025509943077952,0.1559177888022679,0.951910685390398
i285,i15,0.0025872948886599,0.1645077720207254,0.9593218637871902
i285,i248,0.0026524905452739,0.1755514705882352,0.9671981380830018
i285,i237,0.0025220428758581,0.1894322653175941,0.9749731243337167
i285,i480,0.0025204537187503,0.1562252180808881,0.9521978651244408
i285,i111,0.0025673674877612,0.1665480427046263,0.9609073333767733
i285,i25,0.0025348286395842,0.1921458625525946,0.9762624807477724
i285,i275,0.0025739757603495,0.271418286537077,0.9949415705701724
i285,i498,0.0026524905452739,0.154917319408181,0.9509641252283674
i285,i382,0.0025822840938029,0.1558854718981972,0.9518803971473347
i285,i23,0.0025300188152653,0.1677471636952998,0.9618101858767828
i285,i514,0.0025640760592858,0.2194055944055944,0.9860482195962712
i285,i479,0.0026489773906033,0.1757085020242915,0.9672983665603694
i285,i14,0.0026041388972234,0.3405865657521286,0.998688978957636
i285,i504,0.002622922443678,0.154690618762475,0.9507470656538553
i285,i137,0.0025956895673899,0.321011673151751,0.9980785970506622
i285,i408,0.0026524905452739,0.148076923076923,0.9503517832690443
i285,i10,0.0026524905452739,0.1595505617977528,0.9551967589408916
i285,i127,0.0024554708968883,0.2166172106824926,0.985268655576154
i285,i7,0.0025093854471858,0.1834961997828447,0.9719033754401296
i285,i813,0.0026524905452739,0.1305970149253731,0.9672188672912052
i285,i508,0.0025956895673899,0.1970564186426819,0.9784293051374668
i285,i303,0.0025300188152653,0.159491193737769,0.9849273013303848
i285,i321,0.0025575184554772,0.1574952561669829,0.980956045666671
i285,i191,0.0025062409162244,0.1749680715197956,0.9668230755521108
i285,i134,0.0026524905452739,0.1826554105909439,0.9714391628096928
i285,i197,0.0025284195941608,0.1774647887323943,0.9683987131749944
i285,i709,0.0025789543325134,0.1808510638297872,0.9704169189398112
i285,i175,0.0025284195941608,0.1556420233463035,0.951651617265178
i285,i286,0.0024706371957206,0.2268402603905858,0.9921666832317866
i285,i12,0.0024782908184579,0.1565217391304348,0.9524732313052984
i285,i462,0.0025412702585751,0.1807909604519774,0.9703822455444988
i285,i238,0.0024921875048904,0.1868829337094499,0.9736981284519356
i285,i531,0.0026524905452739,0.1993987975951903,0.979392117454329
i285,i47,0.0025723205050325,0.1549851924975321,0.9510289256868169
i285,i211,0.0025252272094253,0.1577726218097447,0.9536175301311376
i285,i305,0.0026524905452739,0.1287793952967525,0.9661356247617402
i285,i475,0.0025640760592858,0.2140248356464572,0.984504895307805
i285,i50,0.0024227517247262,0.1638458768455167,0.9587938325829264
i285,i289,0.0025316200606383,0.1501572327044025,0.9703876051163772
i285,i150,0.002617772838287,0.1546023235031278,0.9506622658153688
i285,i306,0.0026524905452739,0.1322751322751322,0.9826872969216272
i285,i126,0.0026524905452739,0.1509229098805646,0.969301348184998
i285,i8,0.0025125378787424,0.169529499626587,0.9631137969903342
i285,i301,0.0025188665630401,0.1344800625488663,0.9539211055724032
i285,i70,0.002498413959626,0.1709090909090909,0.9640922265734078
i285,i293,0.0026524905452739,0.1814744801512287,0.9707741815054236
i285,i13,0.0025575184554772,0.2535612535612536,0.9928332675430614
i285,i509,0.0025806181390758,0.1818181818181818,0.9709693002103
i285,i287,0.0026524905452739,0.2198492462311558,0.9889655040468162
i285,i269,0.0025078121959885,0.1915945611866502,0.9859303223593102
i285,i179,0.0025062409162244,0.1647940074906367,0.9595481105356862
i285,i654,0.0025607930593024,0.1787658802177858,0.9691899427798252
i285,i129,0.0026524905452739,0.2093973442288049,0.9830418648191662
i285,i9,0.0025236340381507,0.2506738544474393,0.9924180086598668
i285,i923,0.0026524905452739,0.1379731379731379,0.953596769130688
