movie_id,community_label
i1593,0
i1594,0
i1595,0
i1596,0
i1597,0
i1598,0
i1599,0
i16,0
i160,0
i1600,0
i1602,0
i1603,0
i1605,0
i1606,0
i1607,0
i1608,0
i1609,0
i161,0
i1610,0
i1611,0
i1612,0
i1613,0
i1614,0
i1615,0
i1616,0
i1617,0
i1619,0
i162,0
i1620,0
i1621,0
i1622,0
i1623,0
i1624,0
i1626,0
i1628,0
i1629,0
i163,0
i1630,0
i1631,0
i1632,0
i1633,0
i1634,0
i1635,0
i1636,0
i1637,0
i1638,0
i1639,0
i164,0
i1640,0
i1641,0
i1642,0
i1643,0
i1644,0
i1645,0
i1646,0
i1647,0
i1648,0
i1649,0
i165,0
i1650,0
i1651,0
i1652,0
i1653,0
i1654,0
i1655,0
i1656,0
i1657,0
i1658,0
i1659,0
i166,0
i1660,0
i1661,0
i1662,0
i1663,0
i1664,0
i1665,0
i1666,0
i1667,0
i1668,0
i1669,0
i167,0
i1670,0
i1672,0
i1674,0
i1675,0
i1676,0
i1677,0
i1678,0
i1679,0
i168,0
i1680,0
i1681,0
i1682,0
i169,0
i17,0
i170,0
i171,0
i172,0
i173,0
i174,0
i175,0
i176,0
i177,0
i178,0
i179,0
i18,0
i180,0
i181,0
i182,0
i183,0
i184,0
i185,0
i186,0
i187,0
i188,0
i189,0
i190,0
i191,0
i192,0
i193,0
i194,0
i195,0
i196,0
i197,0
i198,0
i199,0
i2,0
i20,0
i200,0
i201,0
i202,0
i203,0
i204,0
i205,0
i206,0
i207,0
i208,0
i209,0
i21,0
i210,0
i211,0
i212,0
i213,0
i214,0
i215,0
i216,0
i217,0
i218,0
i219,0
i22,0
i220,0
i222,0
i223,0
i225,0
i226,0
i227,0
i228,0
i229,0
i23,0
i230,0
i231,0
i232,0
i233,0
i234,0
i235,0
i237,0
i238,0
i239,0
i24,0
i240,0
i241,0
i243,0
i244,0
i245,0
i246,0
i247,0
i248,0
i249,0
i25,0
i250,0
i251,0
i252,0
i254,0
i255,0
i256,0
i257,0
i259,0
i26,0
i260,0
i261,0
i262,0
i263,0
i264,0
i265,0
i266,0
i267,0
i27,0
i271,0
i273,0
i274,0
i275,0
i276,0
i278,0
i279,0
i28,0
i280,0
i281,0
i282,0
i283,0
i284,0
i287,0
i288,0
i29,0
i290,0
i291,0
i293,0
i294,0
i295,0
i296,0
i297,0
i298,0
i299,0
i3,0
i30,0
i300,0
i301,0
i305,0
i308,0
i309,0
i31,0
i314,0
i317,0
i318,0
i32,0
i320,0
i322,0
i323,0
i324,0
i325,0
i328,0
i329,0
i33,0
i330,0
i331,0
i332,0
i333,0
i335,0
i336,0
i337,0
i339,0
i34,0
i341,0
i342,0
i343,0
i344,0
i348,0
i349,0
i35,0
i350,0
i351,0
i352,0
i353,0
i355,0
i356,0
i357,0
i358,0
i359,0
i36,0
i360,0
i361,0
i362,0
i363,0
i364,0
i365,0
i366,0
i367,0
i368,0
i369,0
i37,0
i370,0
i371,0
i372,0
i373,0
i374,0
i375,0
i376,0
i377,0
i378,0
i379,0
i38,0
i380,0
i381,0
i382,0
i383,0
i384,0
i385,0
i386,0
i387,0
i388,0
i389,0
i39,0
i390,0
i391,0
i392,0
i393,0
i394,0
i395,0
i396,0
i397,0
i398,0
i399,0
i4,0
i40,0
i400,0
i401,0
i402,0
i403,0
i404,0
i405,0
i406,0
i407,0
i408,0
i409,0
i41,0
i410,0
i411,0
i412,0
i413,0
i414,0
i415,0
i416,0
i417,0
i418,0
i419,0
i42,0
i420,0
i421,0
i422,0
i423,0
i424,0
i425,0
i426,0
i427,0
i428,0
i429,0
i43,0
i430,0
i431,0
i432,0
i433,0
i434,0
i435,0
i436,0
i437,0
i438,0
i439,0
i44,0
i440,0
i441,0
i442,0
i443,0
i444,0
i445,0
i446,0
i447,0
i448,0
i449,0
i45,0
i450,0
i451,0
i452,0
i453,0
i454,0
i455,0
i456,0
i457,0
i458,0
i459,0
i46,0
i460,0
i461,0
i462,0
i463,0
i464,0
i465,0
i466,0
i467,0
i468,0
i469,0
i47,0
i470,0
i471,0
i472,0
i473,0
i474,0
i475,0
i476,0
i477,0
i478,0
i479,0
i48,0
i480,0
i481,0
i482,0
i483,0
i484,0
i485,0
i486,0
i487,0
i488,0
i489,0
i49,0
i490,0
i491,0
i492,0
i493,0
i494,0
i495,0
i496,0
i497,0
i498,0
i499,0
i5,0
i50,0
i501,0
i502,0
i503,0
i504,0
i505,0
i506,0
i507,0
i508,0
i509,0
i51,0
i510,0
i511,0
i512,0
i513,0
i514,0
i516,0
i517,0
i518,0
i519,0
i52,0
i520,0
i521,0
i522,0
i523,0
i524,0
i525,0
i526,0
i527,0
i528,0
i529,0
i53,0
i530,0
i531,0
i532,0
i533,0
i534,0
i535,0
i536,0
i537,0
i539,0
i54,0
i540,0
i541,0
i542,0
i543,0
i544,0
i545,0
i546,0
i547,0
i548,0
i549,0
i55,0
i550,0
i551,0
i552,0
i553,0
i554,0
i555,0
i556,0
i557,0
i558,0
i559,0
i56,0
i560,0
i561,0
i562,0
i563,0
i564,0
i565,0
i566,0
i567,0
i568,0
i569,0
i57,0
i570,0
i571,0
i572,0
i573,0
i574,0
i575,0
i576,0
i577,0
i578,0
i579,0
i58,0
i581,0
i582,0
i583,0
i584,0
i585,0
i586,0
i587,0
i588,0
i589,0
i59,0
i590,0
i591,0
i592,0
i593,0
i594,0
i595,0
i596,0
i597,0
i598,0
i599,0
i6,0
i60,0
i600,0
i601,0
i602,0
i603,0
i604,0
i605,0
i606,0
i607,0
i608,0
i609,0
i61,0
i610,0
i611,0
i612,0
i613,0
i614,0
i615,0
i616,0
i617,0
i618,0
i619,0
i62,0
i620,0
i621,0
i622,0
i623,0
i624,0
i625,0
i626,0
i627,0
i628,0
i629,0
i63,0
i630,0
i631,0
i632,0
i633,0
i634,0
i635,0
i636,0
i637,0
i638,0
i639,0
i64,0
i640,0
i641,0
i642,0
i643,0
i644,0
i645,0
i646,0
i647,0
i648,0
i649,0
i65,0
i650,0
i651,0
i652,0
i653,0
i654,0
i655,0
i656,0
i657,0
i658,0
i659,0
i66,0
i660,0
i661,0
i662,0
i663,0
i664,0
i665,0
i666,0
i667,0
i668,0
i669,0
i67,0
i670,0
i671,0
i672,0
i673,0
i674,0
i675,0
i677,0
i678,0
i679,0
i68,0
i680,0
i681,0
i682,0
i683,0
i684,0
i685,0
i686,0
i687,0
i688,0
i689,0
i69,0
i691,0
i692,0
i693,0
i694,0
i695,0
i696,0
i697,0
i698,0
i699,0
i7,0
i70,0
i700,0
i701,0
i702,0
i703,0
i704,0
i705,0
i706,0
i707,0
i708,0
i709,0
i71,0
i710,0
i711,0
i712,0
i714,0
i715,0
i716,0
i717,0
i718,0
i719,0
i72,0
i720,0
i721,0
i722,0
i723,0
i724,0
i725,0
i726,0
i727,0
i728,0
i729,0
i73,0
i730,0
i731,0
i732,0
i733,0
i734,0
i735,0
i736,0
i738,0
i739,0
i74,0
i741,0
i742,0
i743,0
i744,0
i745,0
i746,0
i747,0
i748,0
i749,0
i75,0
i752,0
i753,0
i755,0
i756,0
i757,0
i758,0
i759,0
i76,0
i760,0
i761,0
i762,0
i763,0
i764,0
i765,0
i766,0
i767,0
i768,0
i769,0
i77,0
i770,0
i771,0
i772,0
i773,0
i774,0
i775,0
i776,0
i777,0
i778,0
i779,0
i78,0
i780,0
i781,0
i782,0
i783,0
i784,0
i785,0
i786,0
i787,0
i788,0
i789,0
i79,0
i790,0
i791,0
i792,0
i793,0
i794,0
i795,0
i796,0
i797,0
i798,0
i799,0
i8,0
i80,0
i800,0
i801,0
i802,0
i803,0
i804,0
i805,0
i806,0
i807,0
i808,0
i809,0
i81,0
i810,0
i811,0
i812,0
i813,0
i814,0
i815,0
i816,0
i817,0
i818,0
i819,0
i82,0
i820,0
i821,0
i822,0
i823,0
i824,0
i825,0
i826,0
i827,0
i828,0
i829,0
i83,0
i830,0
i831,0
i832,0
i833,0
i834,0
i835,0
i836,0
i837,0
i838,0
i839,0
i84,0
i840,0
i841,0
i842,0
i843,0
i844,0
i845,0
i846,0
i848,0
i849,0
i85,0
i850,0
i851,0
i852,0
i853,0
i854,0
i855,0
i856,0
i857,0
i858,0
i859,0
i86,0
i860,0
i861,0
i862,0
i863,0
i864,0
i865,0
i866,0
i867,0
i868,0
i869,0
i87,0
i870,0
i871,0
i872,0
i873,0
i874,0
i876,0
i877,0
i878,0
i879,0
i88,0
i880,0
i881,0
i882,0
i883,0
i884,0
i885,0
i886,0
i887,0
i888,0
i889,0
i89,0
i890,0
i891,0
i892,0
i893,0
i894,0
i895,0
i896,0
i897,0
i899,0
i9,0
i90,0
i900,0
i901,0
i902,0
i903,0
i904,0
i905,0
i906,0
i907,0
i908,0
i909,0
i91,0
i910,0
i911,0
i912,0
i913,0
i914,0
i915,0
i916,0
i917,0
i918,0
i919,0
i92,0
i920,0
i921,0
i922,0
i923,0
i924,0
i925,0
i926,0
i927,0
i928,0
i929,0
i93,0
i930,0
i931,0
i932,0
i933,0
i934,0
i935,0
i936,0
i937,0
i938,0
i939,0
i94,0
i940,0
i941,0
i942,0
i943,0
i944,0
i945,0
i946,0
i947,0
i948,0
i949,0
i95,0
i950,0
i951,0
i952,0
i953,0
i954,0
i955,0
i956,0
i957,0
i958,0
i959,0
i96,0
i960,0
i961,0
i962,0
i963,0
i964,0
i965,0
i966,0
i967,0
i968,0
i969,0
i97,0
i970,0
i971,0
i972,0
i973,0
i974,0
i975,0
i976,0
i977,0
i978,0
i979,0
i98,0
i980,0
i981,0
i982,0
i983,0
i984,0
i985,0
i986,0
i987,0
i988,0
i989,0
i99,0
i990,0
i991,0
i992,0
i993,0
i994,0
i995,0
i996,0
i997,0
i998,0
i999,0
i1,1
i10,1
i100,1
i1000,1
i1001,1
i1002,1
i1003,1
i1004,1
i1005,1
i1006,1
i1007,1
i1008,1
i1009,1
i101,1
i1010,1
i1011,1
i1012,1
i1013,1
i1014,1
i1015,1
i1016,1
i1017,1
i1018,1
i1019,1
i102,1
i1020,1
i1021,1
i1022,1
i1023,1
i1024,1
i1025,1
i1026,1
i1027,1
i1028,1
i1029,1
i103,1
i1030,1
i1031,1
i1032,1
i1033,1
i1034,1
i1035,1
i1036,1
i1037,1
i1038,1
i1039,1
i104,1
i1040,1
i1041,1
i1042,1
i1043,1
i1044,1
i1045,1
i1046,1
i1047,1
i1048,1
i1049,1
i105,1
i1050,1
i1051,1
i1052,1
i1053,1
i1054,1
i1055,1
i1056,1
i1057,1
i1058,1
i1059,1
i106,1
i1060,1
i1061,1
i1062,1
i1063,1
i1064,1
i1065,1
i1066,1
i1067,1
i1068,1
i1069,1
i107,1
i1070,1
i1071,1
i1072,1
i1073,1
i1074,1
i1075,1
i1076,1
i1077,1
i1078,1
i1079,1
i108,1
i1080,1
i1081,1
i1082,1
i1083,1
i1084,1
i1085,1
i1086,1
i1087,1
i1088,1
i1089,1
i109,1
i1090,1
i1091,1
i1092,1
i1094,1
i1095,1
i1096,1
i1097,1
i1099,1
i11,1
i110,1
i1100,1
i1101,1
i1102,1
i1103,1
i1104,1
i1105,1
i1106,1
i1107,1
i1108,1
i1109,1
i111,1
i1110,1
i1111,1
i1112,1
i1113,1
i1114,1
i1115,1
i1116,1
i1117,1
i1118,1
i1119,1
i112,1
i1120,1
i1121,1
i1122,1
i1123,1
i1124,1
i1125,1
i1126,1
i1127,1
i1128,1
i1129,1
i113,1
i1130,1
i1131,1
i1132,1
i1133,1
i1134,1
i1135,1
i1136,1
i1137,1
i1138,1
i1139,1
i114,1
i1140,1
i1141,1
i1142,1
i1143,1
i1144,1
i1145,1
i1146,1
i1147,1
i1148,1
i1149,1
i115,1
i1150,1
i1151,1
i1152,1
i1153,1
i1154,1
i1155,1
i1156,1
i1157,1
i1158,1
i1159,1
i116,1
i1160,1
i1161,1
i1162,1
i1163,1
i1164,1
i1165,1
i1166,1
i1167,1
i1168,1
i1169,1
i117,1
i1170,1
i1171,1
i1172,1
i1173,1
i1174,1
i1175,1
i1176,1
i1177,1
i1178,1
i1179,1
i118,1
i1180,1
i1181,1
i1182,1
i1183,1
i1184,1
i1185,1
i1186,1
i1187,1
i1188,1
i1189,1
i119,1
i1190,1
i1191,1
i1192,1
i1193,1
i1194,1
i1195,1
i1196,1
i1197,1
i1198,1
i1199,1
i12,1
i120,1
i1200,1
i1201,1
i1202,1
i1203,1
i1204,1
i1205,1
i1206,1
i1207,1
i1208,1
i1209,1
i121,1
i1210,1
i1211,1
i1212,1
i1213,1
i1214,1
i1215,1
i1216,1
i1217,1
i1218,1
i1219,1
i122,1
i1220,1
i1221,1
i1222,1
i1223,1
i1224,1
i1225,1
i1226,1
i1227,1
i1228,1
i1229,1
i123,1
i1230,1
i1231,1
i1232,1
i1233,1
i1234,1
i1235,1
i1236,1
i1237,1
i1238,1
i1239,1
i124,1
i1240,1
i1241,1
i1242,1
i1243,1
i1244,1
i1245,1
i1246,1
i1247,1
i1248,1
i1249,1
i125,1
i1250,1
i1251,1
i1252,1
i1253,1
i1254,1
i1255,1
i1256,1
i1257,1
i1258,1
i1259,1
i126,1
i1260,1
i1261,1
i1262,1
i1263,1
i1264,1
i1265,1
i1266,1
i1267,1
i1268,1
i1269,1
i127,1
i1270,1
i1271,1
i1272,1
i1273,1
i1274,1
i1275,1
i1276,1
i1277,1
i1278,1
i1279,1
i128,1
i1280,1
i1281,1
i1282,1
i1283,1
i1284,1
i1285,1
i1286,1
i1287,1
i1288,1
i1289,1
i129,1
i1290,1
i1291,1
i1292,1
i1293,1
i1294,1
i1295,1
i1296,1
i1297,1
i1298,1
i1299,1
i13,1
i130,1
i1300,1
i1301,1
i1302,1
i1303,1
i1304,1
i1305,1
i1306,1
i1307,1
i1308,1
i131,1
i1310,1
i1311,1
i1312,1
i1313,1
i1314,1
i1315,1
i1316,1
i1317,1
i1318,1
i1319,1
i132,1
i1320,1
i1321,1
i1322,1
i1323,1
i1324,1
i1325,1
i1326,1
i1327,1
i1328,1
i1329,1
i133,1
i1330,1
i1331,1
i1332,1
i1333,1
i1334,1
i1335,1
i1336,1
i1337,1
i1338,1
i1339,1
i134,1
i1340,1
i1341,1
i1342,1
i1343,1
i1344,1
i1345,1
i1346,1
i1347,1
i1348,1
i1349,1
i135,1
i1350,1
i1351,1
i1352,1
i1353,1
i1354,1
i1355,1
i1356,1
i1357,1
i1358,1
i1359,1
i136,1
i1360,1
i1361,1
i1362,1
i1363,1
i1364,1
i1365,1
i1366,1
i1367,1
i1368,1
i1369,1
i137,1
i1370,1
i1371,1
i1372,1
i1373,1
i1374,1
i1375,1
i1376,1
i1377,1
i1378,1
i1379,1
i138,1
i1380,1
i1381,1
i1382,1
i1383,1
i1384,1
i1385,1
i1386,1
i1387,1
i1388,1
i1389,1
i139,1
i1390,1
i1391,1
i1392,1
i1393,1
i1394,1
i1395,1
i1396,1
i1397,1
i1398,1
i1399,1
i14,1
i140,1
i1400,1
i1401,1
i1402,1
i1403,1
i1404,1
i1405,1
i1406,1
i1407,1
i1408,1
i1409,1
i141,1
i1410,1
i1411,1
i1412,1
i1413,1
i1414,1
i1415,1
i1416,1
i1417,1
i1418,1
i1419,1
i142,1
i1420,1
i1421,1
i1422,1
i1423,1
i1424,1
i1425,1
i1426,1
i1427,1
i1428,1
i1429,1
i143,1
i1430,1
i1431,1
i1432,1
i1433,1
i1434,1
i1435,1
i1436,1
i1437,1
i1438,1
i1439,1
i144,1
i1440,1
i1441,1
i1442,1
i1443,1
i1444,1
i1445,1
i1446,1
i1447,1
i1448,1
i1449,1
i145,1
i1450,1
i1451,1
i1452,1
i1453,1
i1454,1
i1455,1
i1456,1
i1457,1
i1458,1
i1459,1
i146,1
i1460,1
i1461,1
i1462,1
i1463,1
i1464,1
i1465,1
i1466,1
i1467,1
i1468,1
i1469,1
i147,1
i1470,1
i1471,1
i1472,1
i1473,1
i1474,1
i1475,1
i1476,1
i1477,1
i1478,1
i1479,1
i148,1
i1480,1
i1481,1
i1482,1
i1483,1
i1484,1
i1485,1
i1486,1
i1487,1
i1488,1
i1489,1
i149,1
i1490,1
i1491,1
i1492,1
i1493,1
i1494,1
i1495,1
i1496,1
i1497,1
i1498,1
i1499,1
i15,1
i150,1
i1500,1
i1501,1
i1502,1
i1503,1
i1504,1
i1505,1
i1506,1
i1507,1
i1508,1
i1509,1
i151,1
i1510,1
i1511,1
i1512,1
i1513,1
i1514,1
i1516,1
i1517,1
i1518,1
i1519,1
i152,1
i1520,1
i1521,1
i1522,1
i1523,1
i1524,1
i1525,1
i1526,1
i1527,1
i1528,1
i1529,1
i153,1
i1530,1
i1531,1
i1532,1
i1533,1
i1534,1
i1535,1
i1536,1
i1537,1
i1538,1
i1539,1
i154,1
i1540,1
i1541,1
i1542,1
i1543,1
i1544,1
i1545,1
i1546,1
i1547,1
i1548,1
i1549,1
i155,1
i1550,1
i1551,1
i1552,1
i1553,1
i1554,1
i1555,1
i1556,1
i1557,1
i1558,1
i1559,1
i156,1
i1560,1
i1561,1
i1562,1
i1563,1
i1564,1
i1565,1
i1566,1
i1567,1
i1568,1
i1569,1
i157,1
i1570,1
i1571,1
i1572,1
i1573,1
i1574,1
i1575,1
i1576,1
i1577,1
i1578,1
i1579,1
i158,1
i1580,1
i1581,1
i1582,1
i1583,1
i1584,1
i1585,1
i1586,1
i1587,1
i1588,1
i1589,1
i159,1
i1590,1
i1591,1
i1592,1
i1593,1
i1594,1
i1595,1
i1596,1
i1597,1
i1598,1
i1599,1
i16,1
i160,1
i1600,1
i1601,1
i1602,1
i1603,1
i1604,1
i1605,1
i1606,1
i1607,1
i1608,1
i1609,1
i161,1
i1610,1
i1611,1
i1612,1
i1613,1
i1614,1
i1615,1
i1616,1
i1617,1
i1619,1
i162,1
i1620,1
i1621,1
i1622,1
i1623,1
i1624,1
i1625,1
i1626,1
i1627,1
i1628,1
i1629,1
i163,1
i1630,1
i1631,1
i1632,1
i1633,1
i1634,1
i1635,1
i1636,1
i1637,1
i1638,1
i1639,1
i164,1
i1640,1
i1641,1
i1642,1
i1643,1
i1644,1
i1645,1
i1646,1
i1647,1
i1648,1
i1649,1
i165,1
i1650,1
i1651,1
i1652,1
i1654,1
i1655,1
i1656,1
i1657,1
i1658,1
i1659,1
i166,1
i1660,1
i1661,1
i1662,1
i1663,1
i1664,1
i1665,1
i1666,1
i1667,1
i1668,1
i1669,1
i167,1
i1670,1
i1672,1
i1674,1
i1675,1
i1676,1
i1677,1
i1678,1
i1679,1
i168,1
i1680,1
i1681,1
i1682,1
i169,1
i17,1
i170,1
i171,1
i172,1
i173,1
i174,1
i175,1
i176,1
i177,1
i178,1
i179,1
i18,1
i180,1
i181,1
i182,1
i183,1
i184,1
i185,1
i186,1
i187,1
i188,1
i189,1
i19,1
i190,1
i191,1
i192,1
i193,1
i194,1
i195,1
i196,1
i197,1
i198,1
i199,1
i2,1
i20,1
i200,1
i201,1
i202,1
i203,1
i204,1
i205,1
i206,1
i207,1
i208,1
i209,1
i21,1
i210,1
i211,1
i212,1
i213,1
i214,1
i215,1
i216,1
i217,1
i218,1
i219,1
i22,1
i220,1
i221,1
i222,1
i223,1
i224,1
i225,1
i226,1
i227,1
i228,1
i229,1
i23,1
i230,1
i231,1
i232,1
i233,1
i234,1
i235,1
i236,1
i237,1
i238,1
i239,1
i24,1
i240,1
i241,1
i242,1
i243,1
i244,1
i245,1
i246,1
i247,1
i248,1
i249,1
i25,1
i250,1
i251,1
i252,1
i253,1
i254,1
i255,1
i256,1
i257,1
i258,1
i259,1
i26,1
i260,1
i261,1
i262,1
i263,1
i264,1
i265,1
i266,1
i267,1
i268,1
i269,1
i27,1
i270,1
i271,1
i272,1
i273,1
i274,1
i275,1
i276,1
i277,1
i278,1
i279,1
i28,1
i280,1
i281,1
i282,1
i283,1
i284,1
i285,1
i286,1
i287,1
i288,1
i289,1
i29,1
i290,1
i291,1
i292,1
i293,1
i294,1
i295,1
i296,1
i297,1
i298,1
i299,1
i3,1
i30,1
i300,1
i301,1
i302,1
i303,1
i304,1
i305,1
i306,1
i307,1
i308,1
i309,1
i31,1
i310,1
i311,1
i312,1
i313,1
i314,1
i315,1
i316,1
i317,1
