source,target,weight
i0,i495,0.2582455569563626
i0,i655,27.90791719971035
i0,i401,0.1234432362180839
i0,i160,372.88500279085343
i0,i520,119.70815418488635
i0,i67,1594.9161238569843
i0,i564,75.9535447400528
i0,i134,33.47933957754151
i0,i1096,2.3303120628007994
i0,i926,5.8086504345242425
i0,i689,48.36545427783025
i0,i1275,22.718465435567246
i0,i1225,12.636626527170025
i0,i166,3.76313664281726
i1,i213,123.7064382797599
i1,i77,21.093105615570952
i1,i178,1.4858396982015274
i1,i469,8.043824867289084
i1,i1215,466.4767147424826
i1,i87,217.49196429403608
i1,i192,46.219640777820445
i1,i799,215.5663445473685
i1,i348,18.48967674356804
i1,i75,631.4594104450624
i1,i499,6.513766268678557
i1,i83,44.89479421070497
i1,i68,22.78263852439371
i1,i23,5.02084909966578
i1,i1353,2.70290474590446
i1,i1319,183.309834354488
i1,i117,760.6828994866264
i1,i429,0.2678571428571428
i1,i1062,5.414798116297968
i1,i189,1128.8860802677193
i1,i861,24.6469290666546
i1,i947,0.5847953216374269
i1,i486,0.8186838717870322
i1,i115,0.4067797497533522
i1,i522,0.6394311372355883
i1,i224,125.66731941436596
i1,i1046,0.9652999221521672
i1,i103,397.5549157667028
i1,i842,58.66970597529828
i1,i387,2937.9280855597167
i1,i1049,1.4762050035063967
i1,i56,0.3596390338848093
i1,i240,10.980210899548936
i1,i1431,102.75572742053204
i1,i18,13.818369581597024
i1,i950,42.75339801260639
i1,i1539,643.5671696620883
i1,i951,3.622252945208402
i1,i308,4.98449778472331
i1,i597,3.7888119279308414
i1,i554,15.107091346631147
i1,i1021,19.673787755362948
i1,i732,53.201357248107854
i1,i1137,1.490517235585155
i1,i535,0.5099889168929441
i1,i185,0.2124276591120854
i1,i1157,1.2743462066894122
i1,i471,486.62904032002825
i1,i172,40.76882622498319
i1,i49,1.4361990973076748
i1,i256,354.89574938164014
i1,i448,23.407852882386333
i1,i199,4.108972710618179
i1,i560,27.36408717347064
i1,i497,21.604745424590146
i1,i260,0.0856164383561643
i1,i816,0.3272195470254996
i1,i1087,0.0260083364452866
i1,i125,3.502371563973867
i1,i26,18.514934969678148
i1,i542,103.01796787168794
i1,i962,13.134948987591752
i1,i961,19.3026711215137
i1,i552,125.12384447161568
i1,i1163,106.85157022586898
i1,i449,49.01192981635231
i1,i153,5.808900497211615
i1,i284,60.95243819388139
i1,i1252,35.58095146950659
i1,i1388,35.17534285743277
i1,i684,1.1526505310260082
i1,i1128,0.1606457800511509
i1,i233,0.3603668421340231
i1,i1072,92.19132740639564
i1,i963,0.0339673913043478
i1,i1389,311.4752015064697
i1,i1202,2.392727464054479
i1,i64,5.78812389746183
i1,i1051,230.01216473417108
i1,i1373,0.9965774643555712
i1,i970,6.433778078828266
i1,i123,0.7388698783890719
i1,i1039,2.9805163169987656
i1,i814,4.070260447787452
i1,i223,290.21595708415407
i1,i466,11.343459452684725
i1,i212,40.12861760607864
i1,i134,25.37200971346981
i1,i154,0.2543707895440703
i1,i175,4.853084063401963
i1,i569,8.831697257983906
i1,i941,1.0630312892132856
i1,i635,52.513158602682665
i1,i299,545.2666850270714
i1,i778,75.02089631532614
i1,i993,498.8305397408896
i1,i827,2.028602806515023
i1,i156,22.8675411872888
i1,i564,91.3705570958096
i1,i787,22.725240710924886
i1,i274,67.05699046368993
i1,i104,7.229501077584427
i1,i663,5.376441188452885
i1,i577,16.31855530865338
i1,i934,35.446607746254834
i1,i102,543.2293318947375
i1,i234,206.6963737710359
i1,i204,205.0469272751465
i1,i188,0.1082251082251082
i1,i1109,0.4916217372574025
i1,i65,148.2720613868832
i1,i698,42.96178374769448
i1,i1375,121.913248383285
i1,i1153,92.45375859174472
i1,i938,69.95719916543929
i1,i1016,10.551666187894446
i1,i1056,1.9253609700714387
i1,i495,1.4120562111967212
i1,i1294,11.836866016618384
i1,i1489,8.701503214472842
i1,i491,172.44753196876823
i1,i1356,17.448709644225556
i1,i1436,16.821500295777977
i1,i1532,123.53268609177086
i1,i803,1.724741078303729
i1,i1033,764.7467031103134
i1,i303,3.2347787600609945
i1,i289,7.472188593197943
i1,i476,63.16458497180076
i1,i202,15.56643843781938
i1,i595,13.538075276189302
i1,i818,0.4867519568138008
i1,i538,4.801939715391023
i1,i791,6.990862231992738
i1,i1170,14.51309336973176
i1,i808,5.959769305973383
i1,i737,48.60031367453425
i1,i1251,85.56490275638905
i1,i247,12.31828619338855
i1,i882,21.858738957470344
i1,i613,552.4762824969472
i1,i777,0.5474014652955096
i1,i1218,0.5436370458909225
i1,i88,26.132825394734464
i1,i135,1.080088724718149
i1,i228,41.00799229742198
i1,i355,17.720674826255905
i1,i389,150.11047877595573
i1,i462,9.05132857057392
i1,i1415,34.08291793550727
i1,i543,297.0300600397069
i1,i368,225.19304126816343
i1,i609,3.2336811419916804
i1,i478,609.5665938203131
i1,i900,310.8611134767577
i1,i1241,44.1837104268296
i1,i436,11.832426893127083
i1,i444,82.51469961286872
i1,i261,26.34626361863592
i1,i344,0.0856534452072209
i1,i1065,8.331523718480295
i1,i690,47.47372216780619
i1,i596,0.7733643819625259
i1,i1093,108.74187761130872
i1,i948,84.76970760475196
i1,i783,8.434002103429831
i1,i59,281.57028853954364
i1,i1229,0.1842268103086245
i1,i44,0.8188842329747034
i1,i529,27.890351967933405
i1,i789,71.7807474298809
i1,i976,14.297657342733352
i1,i216,2.727846459411161
i1,i262,1.0489559480020842
i1,i1084,1.4631587430412816
i1,i1026,0.2818061964403427
i1,i366,0.3377969164010695
i1,i93,29.73281715241701
i1,i921,91.1365438887914
i1,i747,1.251653768191105
i1,i508,53.932442032143946
i1,i67,0.1898226536650434
i1,i1309,102.35204406366697
i1,i572,0.2668149338857639
i1,i187,122.45588244293668
i1,i868,20.661659475446275
i1,i1024,7.552408363153425
i1,i589,0.1003934594703122
i1,i851,0.9344428629851214
i1,i583,1.7297807688523796
i1,i1194,242.72007336754243
i1,i1032,0.333696268176341
i1,i278,0.2462595883648515
i1,i811,8.848218405784682
i1,i321,308.07173710726244
i1,i21,3.122805611365642
i1,i877,1.9708017568865537
i1,i633,238.45767309328755
i1,i1061,200.64272169751763
i1,i483,72.30327819420025
i1,i1254,59.25723615796667
i1,i736,4.046257804563458
i1,i326,21.89013038249901
i1,i1183,125.98325032647226
i1,i511,0.1372562658563434
i1,i657,152.60434929720154
i1,i1175,250.5568112433223
i1,i779,14.24696910901872
i1,i1203,365.7429529877311
i1,i8,42.59756427859685
i1,i451,2.3680561076721767
i1,i1552,40.72933650304173
i1,i171,1.057819174298285
i1,i937,43.23741218375219
i1,i362,0.7108795024929779
i1,i953,103.5989160386531
i1,i381,33.30195471780058
i1,i441,1.1818147531754375
i1,i883,10.618054415860488
i1,i503,30.24619710566576
i1,i517,122.7180242020662
i1,i155,1280.913133201756
i1,i181,126.54326917186503
i1,i1243,24.06820446621157
i1,i942,128.43985073911975
i1,i679,2.4117719848455423
i1,i590,2.2936941571916107
i1,i218,2.6740652466906254
i1,i828,33.20092459433543
i1,i298,41.99152980434084
i1,i844,14.372831752406809
i1,i771,23.588212898222068
i1,i482,11.698502957004347
i1,i1106,0.9002959602800975
i1,i377,0.5900338947127214
i1,i969,0.0479066022544283
i1,i974,128.78735031294724
i1,i105,24.128881560714014
i2,i1202,2.6513554481171187
i2,i410,1.7379859970207103
i2,i939,4.62039348527192
i2,i56,65.89014539912819
i2,i113,1581.884981061585
i2,i696,108.44667664080778
i2,i960,2.567983629119785
i2,i55,1.6291744421081424
i2,i1112,29.028779116975567
i2,i565,394.9115275092584
i2,i163,154.94783064438712
i2,i814,72.94445298702692
i2,i1059,57.16037255822678
i2,i324,0.3401696730088132
i2,i539,16.05376757370539
i2,i1432,6.605942668584946
i2,i947,1.0853540871245888
i2,i434,20.80410961663717
i2,i943,180.2194980930984
i2,i545,0.1660920861104727
i2,i917,18.269583741113543
i2,i428,102.5950765833917
i2,i1079,0.3350877192982456
i2,i695,2776.3789553999063
i2,i26,7.958986072241162
i2,i908,147.37237672807382
i2,i135,162.5183460208251
i2,i1101,160.1191276464005
i2,i1232,94.999327647655
i2,i1030,0.6421555002555426
i2,i1039,35.0511243574618
i2,i85,314.957460450512
i2,i1125,1.8078551308003183
i2,i652,10.46498284557794
i2,i1302,19.663504588785138
i2,i67,12.742718588198246
i2,i589,0.0479066022544283
i2,i419,32.86018694160212
i2,i134,359.6256187486494
i2,i647,9.336226320596204
i2,i1397,12.74567312109267
i2,i1077,177.7457309759641
i2,i1093,187.92270345974987
i2,i740,6.209964796989388
i2,i166,66.79209758876323
i2,i1520,68.2514999661277
i2,i279,28.533676286070808
i2,i888,71.85988027501658
i2,i160,43.98911576112846
i2,i8,0.8651250905270612
i2,i355,55.9317126879615
i2,i182,54.86874716120442
i2,i178,1.0814350415175
i3,i240,1.5500703069473258
i3,i122,26.46529974062548
i3,i954,2.9128363698310134
i3,i1277,236.29315428307288
i3,i1083,7.783938355601752
i3,i963,368.8585555412667
i3,i522,8.122924915373034
i3,i851,3.6181935161720578
i3,i1239,2.217658856624113
i3,i135,6.7425469654031165
i3,i653,0.201679676449816
i3,i60,34.565067111013065
i3,i57,80.59507564925995
i3,i1089,254.05832096031736
i3,i476,2.574447529188178
i3,i383,0.5883810128492697
i3,i271,33.3470856056124
i3,i501,7.117819504511776
i3,i936,1.3511881558590462
i3,i799,457.2396985076675
i3,i679,45.81923772411461
i3,i341,52.64346726267439
i3,i871,201.1610796677949
i3,i24,245.81353209580067
i3,i19,3.2251625051873507
i3,i463,1.3777864007875356
i3,i133,42.7803825787913
i3,i667,26.458476062930067
i3,i779,2.224058301785967
i3,i1215,1.926522043104424
i3,i650,0.1083406240886555
i3,i52,2.2045452186380423
i3,i518,0.2692577751635909
i3,i337,1.1574815912861038
i3,i1444,16.97075568651573
i3,i1096,9.262178196647303
i3,i724,0.30493185606432
i3,i661,106.69658330000529
i3,i976,126.12182900384852
i3,i816,6.31956350853935
i3,i862,1.3302318785324865
i3,i580,40.57392063982338
i3,i1056,1.58849693410142
i3,i1227,0.9192469892976176
i3,i1032,9.195847591100298
i3,i178,212.6774755363228
i3,i818,181.4409711931212
i3,i251,12.837238624255624
i3,i939,4.418523608648381
i3,i1033,0.6215363124199201
i3,i1359,2.468064037366303
i3,i338,132.81108444352816
i3,i235,0.5792822089723987
i3,i439,40.797733904930745
i3,i656,0.7335672749858742
i3,i774,31.67349790724771
i3,i91,0.1821804875680192
i3,i1319,1.7145928979367742
i3,i1093,6.787408396695365
i3,i1102,4.898664918829029
i3,i344,26.94137176423694
i3,i1165,1.8885586650525543
i3,i867,8.525462594563429
i3,i808,2.221711765758402
i3,i645,295.86562520607146
i3,i438,10.237546447027931
i3,i190,19.042168281955647
i3,i1354,1.099830681749676
i3,i511,41.81999640520271
i3,i1248,21.51102292131773
i3,i403,0.0506239935587761
i3,i189,25.82051803503468
i3,i349,2.4106702259726287
i3,i565,1.332944397206533
i3,i68,25.750785212697032
i3,i1476,26.04194393359161
i4,i175,84.0644117655712
i4,i601,118.30465384903864
i4,i790,0.8265739049242886
i4,i397,3.424178786893377
i4,i253,138.16909355313916
i4,i959,23.855810212899243
i4,i1473,1118.9418285960874
i4,i103,1.2658159336825885
i4,i711,7699.910732521826
i4,i396,17.9796492216799
i4,i816,68.1453064384171
i4,i66,624.191197244889
i4,i1357,0.9781146630771916
i4,i341,0.7952623301529275
i4,i55,0.5582356076759062
i4,i507,1.0309503622120555
i4,i13,1.197347454753928
i4,i878,9.885329340824176
i4,i661,306.2772100715176
i4,i319,239.30017501070336
i4,i629,1306.4023466523422
i4,i492,71.4268177845771
i4,i387,18.36989497272434
i4,i778,8.141041873981491
i4,i1209,724.4362139463946
i4,i204,6.847971732984738
i4,i1024,219.9259912043061
i4,i1070,2630.8557143530825
i4,i122,0.8559876727319208
i4,i814,0.2711473896653492
i4,i221,3.7590393627076977
i4,i539,0.2671442259433316
i4,i1265,0.7192907217190992
i4,i52,2.47786336258979
i4,i941,1.6139482564679417
i4,i504,162.70591719974922
i4,i968,0.4474825665396804
i4,i1060,144.41458798546455
i4,i771,125.37923864576324
i4,i935,1.2711093937509033
i4,i24,110.99974870898232
i4,i6,0.7138095775610381
i4,i274,7.745863457795314
i4,i358,89.56864006910465
i4,i675,0.6916646750738586
i4,i1077,0.5282258944413153
i4,i263,0.1891847636472252
i4,i355,39.87819878147064
i4,i115,2.490730639109473
i4,i1005,68.6017298034912
i4,i918,16.125648572627902
i4,i1279,30.22543450863711
i4,i485,20.078209307571694
i4,i803,30.554495532074675
i4,i59,43.77690232473785
i4,i233,198.085712544094
i4,i198,1.6970688282134492
i4,i580,0.5489834697755489
i4,i557,0.9411662562873622
i4,i950,50.53505857463619
i4,i1260,77.97723730496637
i4,i172,77.61429239474865
i4,i155,39.40302590390651
i4,i453,24.308517451781903
i4,i1182,411.431697684653
i4,i1196,71.34206349660529
i4,i87,2.9206371345905167
i4,i712,8.814398599082345
i4,i67,67.11819563416476
i4,i770,42.36100687116718
i4,i1418,1.5437884643274686
i4,i365,103.59276947896058
i4,i715,7.3436875658219805
i4,i381,4.740621904371184
i4,i889,20.664552628778964
i4,i946,0.6457903021390721
i4,i482,11.013448218281706
i4,i1038,257.0217281823718
i4,i1220,80.1979470158637
i4,i1144,118.60277534309203
i4,i1021,4.442802840413184
i4,i340,2.737103133960995
i4,i938,0.3853859006057807
i4,i439,409.6107657335149
i4,i750,5.102310249245804
i4,i28,2.6282716640930923
i4,i767,1.195848722263963
i4,i47,0.8234392888409994
i4,i1030,0.9996717643448424
i4,i160,849.3399315475712
i4,i125,0.4990293219660156
i4,i859,0.9343529962447308
i4,i845,17.266841760028765
i4,i154,13.220722679425776
i4,i469,12.725698796276015
i4,i255,0.5721001013118712
i4,i736,5.4222143600458885
i4,i531,746.0293530131214
i4,i1267,0.4936639219808261
i4,i1351,5.063996944192343
i4,i885,69.39804718386654
i4,i932,117.14621308345284
i4,i68,435.1058497157496
i4,i1424,63.23330750403562
i4,i307,141.61728566354068
i4,i443,82.62257409255702
i4,i635,46.1441780900241
i4,i353,0.1493274004469247
i4,i597,33.86501566815768
i4,i1236,42.63791247961839
i4,i801,1.1042235105227232
i4,i478,382.30757994900273
i4,i926,2375.961176541652
i4,i837,27.907269199461552
i4,i337,8.15958414857494
i4,i614,167.59725999048342
i4,i133,75.04689411852077
i4,i1289,43.89903573352492
i4,i1562,106.56154992301713
i4,i739,1.4548777894641567
i4,i508,2.49230808592547
i4,i454,1.2732921594814963
i4,i818,0.9849789795011952
i4,i164,148.34426037513563
i4,i441,43.899973684377926
i4,i905,117.40879717186804
i4,i69,424.0983570011921
i4,i1051,52.231272095471375
i4,i1096,2.625221626339992
i4,i398,51.017569249989165
i4,i908,156.04038956270813
i4,i33,111.7122611730566
i4,i647,124.8649902007256
i4,i965,8.954028454736427
i4,i761,950.9772460294568
i4,i178,334.15188949833095
i4,i182,8.58431053860271
i4,i132,14.238538084119018
i4,i192,160.78076660073657
i4,i840,3.8909136174127767
i4,i228,151.97721006584555
i4,i656,1981.115961286076
i4,i565,3.5275216389062813
i4,i1214,0.3431673203412334
i4,i958,61.30697940382982
i4,i20,52.15009768602653
i4,i366,9.119298346797454
i4,i572,0.9149908078552934
i4,i1262,63.114640947409455
i4,i232,2.54203312786738
i4,i499,403.44548659006864
i4,i683,4.282330005277008
i4,i1035,4.869858805644434
i4,i321,139.52473647405537
i4,i939,1.7823676406269091
i4,i1087,1.1381758737095515
i4,i161,36.31816455282041
i4,i634,80.75909436715017
i4,i181,28.883469564746328
i4,i1399,5.953504400981245
i4,i1185,2.98379771606877
i4,i509,59.65766509263358
i4,i360,145.05058146466232
i4,i503,16.672631792426596
i4,i64,17.51943961747838
i4,i1373,0.1131696981936478
i4,i563,0.5246835824449586
i4,i1372,7.721780038666745
i4,i39,236.41610806355035
i4,i476,9.282544077375718
i4,i953,43.152032366037126
i4,i100,21.817838199443205
i4,i966,7.935738256523489
i4,i338,11.69280629133504
i4,i742,1.8791853926431168
i4,i1493,55.27562995296543
i4,i428,150.97148510492354
i4,i668,870.6828862508748
i4,i1054,33.261669436980945
i4,i719,4.692680892270647
i4,i945,55.83133302357383
i4,i224,59.0890893990744
i4,i1480,6.252163610908933
i4,i936,4.021183045805568
i4,i96,133.3479443732288
i4,i1200,6.365137965760782
i4,i1101,4.369969473622124
i4,i842,139.03941664730482
i4,i369,52.7569769943042
i4,i1189,186.92115059782785
i4,i1447,4.891884793652238
i4,i452,20.83831567075673
i4,i1565,111.4142908196788
i4,i514,10.276731072747816
i4,i422,14.89414725599859
i4,i692,88.14969549409308
i4,i594,0.5306628855015952
i4,i990,6.617105338380026
i4,i264,2.522163910620544
i4,i8,12.086618101995429
i4,i1055,111.7648423293913
i4,i1441,88.14837222950067
i4,i301,2.185825522832353
i4,i615,2.6254666188795728
i4,i949,94.74630146455226
i4,i101,98.18200531132644
i4,i344,624.0644283034072
i4,i593,0.9047619047619048
i4,i65,1851.766786004784
i4,i1326,19.818865933502195
i4,i1033,7.83049956364586
i4,i1017,0.7479252963912723
i4,i1059,0.786009720030251
i4,i533,0.2834800998522906
i4,i308,1904.411859841032
i4,i1215,180.35652220287133
i4,i116,78.15363089127682
i4,i1136,92.26896992917698
i4,i471,272.94461441473976
i4,i1065,1.0379812981941678
i4,i256,27.281143839424395
i4,i32,5.365082299956014
i4,i1364,435.0407417738328
i4,i527,2.2347882880561847
i4,i896,28.562015750914707
i4,i1058,146.64057473647733
i4,i1436,6.923890189659224
i4,i93,1.3561281291322531
i4,i61,0.2233480284496972
i4,i303,58.60634084507812
i4,i811,11.06955586774491
i4,i1272,12.214790269416802
i4,i948,8.089887003561426
i4,i200,1.7788730254339842
i4,i185,23.705917489522367
i4,i407,24.83204841698308
i4,i408,0.7513027852650495
i4,i640,105.4349300397432
i4,i986,1.6488791090094013
i4,i25,4.042314055199872
i4,i624,1.2568352699931649
i4,i489,89.36308655524964
i4,i747,0.5669443359344507
i4,i1027,28.556210736811483
i4,i1394,21.333666165710333
i4,i275,530.6359954188165
i4,i1062,1.6533671021537013
i4,i92,2.078077979550562
i4,i234,0.266795672781845
i4,i954,3.367180656391776
i4,i678,63.42955907039067
i4,i1520,592.2261380633063
i4,i1127,610.6228901682481
i4,i240,305.2007213097652
i4,i1558,16.488650614396644
i4,i1112,0.2879228945820722
i4,i216,102.82943803168664
i4,i1053,3.0247374108954626
i4,i456,381.4403519953997
i4,i907,29.042634579419445
i4,i774,4.193121522255279
i4,i244,10.544773745269708
i4,i1210,207.01140473604715
i4,i1006,3.612917719059493
i4,i217,31.625847593018737
i4,i802,8.019967610630808
i4,i258,65.80680925735007
i4,i698,1.2561820459207982
i4,i813,0.7571766840965548
i4,i746,11.993686549953743
i4,i1153,1958.32956262122
i4,i1318,326.7275608143991
i4,i156,0.2085073068893528
i4,i904,54.77661721761829
i4,i906,1.532679682246978
i4,i180,1.326901179576938
i4,i91,3.9076828492079385
i4,i34,0.9001153986194734
i4,i568,4.876680528472667
i4,i486,0.7081072134963018
i4,i213,1.0236111111111112
i4,i1141,1.882506907672549
i4,i1484,187.0981583760356
i4,i1259,105.54226771520928
i4,i1037,3.929963310365317
i4,i694,27.312122467434016
i4,i449,100.17031906247668
i4,i312,7.057771828247932
i4,i113,19.770050491951164
i4,i984,114.2738827168786
i4,i349,12.29796432788602
i4,i1415,1.717660922819528
i4,i940,1.4412474526737418
i4,i1320,9.279268028307458
i4,i1080,1.4672797986287434
i4,i271,37.92619246018427
i4,i727,5.370610633445443
i4,i1264,6.604500337405242
i4,i738,573.8383569825623
i4,i1478,8.526111799886934
i4,i118,0.7748285807024989
i4,i623,0.7924452517704694
i4,i1246,346.0648162759927
i4,i822,0.5655743478442642
i4,i981,21.33308737329111
i4,i299,30.033986245201504
i4,i1346,5.410536506319386
i4,i1306,141.9719108461686
i4,i298,72.99715008816973
i4,i758,14.59851806419618
i4,i951,589.7481326656654
i4,i225,935.2542132930196
i4,i955,171.06949244913335
i4,i135,172.20493732776208
i4,i1578,0.7834149377750959
i4,i94,25.887769114754803
i4,i467,1.363384216873559
i4,i102,115.9367953278676
i4,i1404,467.0411755843821
i4,i1103,188.5307861852631
i4,i166,15.1866536486313
i4,i978,393.24997474792417
i4,i437,61.53859636017432
i4,i912,0.0236220472440944
i4,i851,1.0186050567359146
i4,i5,2.5986521997161947
i4,i1234,0.722930953144263
i4,i689,15.17460932747257
i4,i202,1.0040068659042565
i4,i937,11.478795496651566
i4,i578,4.987069439668734
i4,i117,4.72581408629322
i4,i130,0.5204201647198612
i4,i14,67.03111601275366
i4,i653,0.3709418402536947
i4,i943,69.45545144074092
i4,i820,3.220351285087632
i4,i1046,6.803608473268267
i4,i540,2808.48979279502
i4,i1531,64.57504682537316
i4,i1020,1.7252376174793154
i4,i1266,22.89814057155257
i4,i10,592.6482823301906
i4,i651,24.31805543072189
i4,i1095,37.602130616711385
i4,i51,4.613268737033999
i4,i242,0.1411596533547753
i4,i459,379.37536154451607
i4,i648,11.915873722212885
i4,i960,27.910435411404787
i4,i1203,0.9841375806471452
i4,i564,3.2583554846452807
i4,i591,3.872538183183552
i4,i279,8.838120208881898
i4,i969,34.2689158317145
i4,i744,0.2456342469075915
i4,i934,4.581778616386182
i4,i27,0.3316575897221058
i4,i1064,296.6518205666341
i4,i359,11.783978490263088
i4,i575,171.42792200043232
i4,i413,24.158285290710023
i4,i1368,0.3192526152337365
i4,i1043,17.08976883200475
i4,i853,0.0203804347826086
i4,i12,6.601453541336909
i4,i720,5.792115465736716
i4,i420,11.280655442706973
i4,i1224,0.5132967554020186
i4,i448,27.96289348417777
i4,i110,273.7728137482494
i4,i777,243.5225862653251
i4,i828,259.0676609976125
i4,i77,49.90351516842803
i4,i1310,126.46014150744848
i4,i884,179.4066703497146
i4,i844,4.664484675342959
i4,i314,601.4180231184322
i4,i324,83.08174262190224
i4,i522,431.9467517887096
i4,i357,124.6389230942757
i4,i530,30.35908005096553
i4,i1197,385.5793640875758
i4,i617,2.480038121350196
i4,i1083,10.784278301963557
i4,i1147,256.17358373554737
i4,i710,0.2557687897336671
i4,i323,41.68338471964919
i4,i724,41.21864552423837
i4,i280,254.2015943642728
i4,i1088,7.862412424437819
i4,i886,1059.140439201315
i4,i649,30.716301695269674
i4,i461,0.7728343905815412
i4,i846,0.4596280325741322
i4,i199,63.66163254372055
i4,i141,0.951012063603369
i4,i1454,92.71205238766012
